,ticker,periodOfReport,linkToFilingDetails,formType,cik
207,SPWR,2019-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/867773/000086777319000023/spwr0331201910-q.htm,10-Q,867773
208,SPWR,2018-09-30,https://www.sec.gov/Archives/edgar/data/867773/000086777318000082/spwr_09302018x10-q.htm,10-Q,867773
209,SPWR,2018-06-30,https://www.sec.gov/Archives/edgar/data/867773/000086777318000067/spwr_07012018x10-q.htm,10-Q,867773
210,SPWR,2018-04-01,https://www.sec.gov/Archives/edgar/data/867773/000086777318000041/spwr_04012018x10-q.htm,10-Q,867773
211,SPWR,2017-10-01,https://www.sec.gov/Archives/edgar/data/867773/000086777317000066/spwr_10012017x10-q.htm,10-Q,867773
212,SPWR,2017-07-02,https://www.sec.gov/Archives/edgar/data/867773/000086777317000053/spwr_07022017x10-q.htm,10-Q,867773
213,SPWR,2017-04-02,https://www.sec.gov/Archives/edgar/data/867773/000086777317000040/spwr_04022017x10-q.htm,10-Q,867773
214,SPWR,2016-10-02,https://www.sec.gov/Archives/edgar/data/867773/000086777316000169/spwr_10022016x10-q.htm,10-Q,867773
215,SPWR,2016-07-03,https://www.sec.gov/Archives/edgar/data/867773/000086777316000145/spwr_07032016x10-q.htm,10-Q,867773
216,SPWR,2016-04-03,https://www.sec.gov/Archives/edgar/data/867773/000086777316000120/spwr_04032016x10-q.htm,10-Q,867773
217,SPWR,2015-09-27,https://www.sec.gov/Archives/edgar/data/867773/000086777315000075/spwr_09272015x10-q.htm,10-Q,867773
218,SPWR,2015-06-28,https://www.sec.gov/Archives/edgar/data/867773/000086777315000074/spwr_06282015x10-qa.htm,10-Q/A,867773
219,SPWR,2015-06-28,https://www.sec.gov/Archives/edgar/data/867773/000086777315000063/spwr_06282015x10-q.htm,10-Q,867773
220,SPWR,2015-03-29,https://www.sec.gov/Archives/edgar/data/867773/000086777315000028/spwr_03292015x10-q.htm,10-Q,867773
221,SPWR,2014-09-28,https://www.sec.gov/Archives/edgar/data/867773/000086777314000053/spwr_09282014x10-q.htm,10-Q,867773
222,SPWR,2014-06-29,https://www.sec.gov/Archives/edgar/data/867773/000086777314000039/spwr_06292014x10-q.htm,10-Q,867773
223,SPWR,2014-03-30,https://www.sec.gov/Archives/edgar/data/867773/000086777314000027/spwr_03302014x10-q.htm,10-Q,867773
224,SPWR,2013-09-29,https://www.sec.gov/Archives/edgar/data/867773/000086777313000064/spwr_09292013x10-q.htm,10-Q,867773
225,SPWR,2013-06-30,https://www.sec.gov/Archives/edgar/data/867773/000086777313000052/spwr_06302013x10-q.htm,10-Q,867773
226,SPWR,2013-03-31,https://www.sec.gov/Archives/edgar/data/867773/000086777313000030/spwr_03312013x10-q.htm,10-Q,867773
227,SPWR,2012-09-30,https://www.sec.gov/Archives/edgar/data/867773/000086777312000060/spwr_09302012x10-q.htm,10-Q,867773
228,SPWR,2012-07-01,https://www.sec.gov/Archives/edgar/data/867773/000086777312000044/spwr_07012012x10-q.htm,10-Q,867773
229,REGI,2022-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828022012703/regi-20220331.htm,10-Q,1463258
230,REGI,2021-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828021021759/regi-20210930.htm,10-Q,1463258
231,REGI,2021-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828021015931/regi-20210630.htm,10-Q,1463258
232,REGI,2021-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828021008746/regi-20210331.htm,10-Q,1463258
233,REGI,2020-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828020015948/regi-20200930.htm,10-Q,1463258
234,REGI,2020-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828020011787/regi2020q210-q.htm,10-Q,1463258
235,REGI,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828020006101/regi2020q110-q.htm,10-Q,1463258
236,REGI,2019-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828019013480/regi2019q310-q.htm,10-Q,1463258
237,REGI,2019-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828019010299/regi2019q210-q.htm,10-Q,1463258
238,REGI,2019-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828019005819/regi2019q110-q.htm,10-Q,1463258
239,REGI,2018-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1463258/000162828018013886/regi2018q310-q.htm,10-Q,1463258
240,REGI,2018-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828018010703/regi-2018q2x10q.htm,10-Q,1463258
241,REGI,2018-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828018005991/regi-2018q1x10q.htm,10-Q,1463258
242,REGI,2017-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828017011191/regi-2017q3x10q.htm,10-Q,1463258
243,REGI,2017-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828017008139/regi-2017q2x10q.htm,10-Q,1463258
244,REGI,2017-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828017005066/regi-2017q1x10q.htm,10-Q,1463258
245,REGI,2016-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828016020886/regi-2016q3x10q.htm,10-Q,1463258
246,REGI,2016-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828016018637/regi-2016q2x10q.htm,10-Q,1463258
247,REGI,2016-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828016015966/regi-2016q1x10q.htm,10-Q,1463258
248,REGI,2015-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828015008563/regi-2015q3x10q.htm,10-Q,1463258
249,REGI,2015-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000162828015006262/regi-2015q2x10q.htm,10-Q,1463258
250,REGI,2015-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000162828015003904/regi-2015q1x10q.htm,10-Q,1463258
251,REGI,2014-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000144530514004893/regi-2014q3x10q.htm,10-Q,1463258
252,REGI,2014-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000144530514003551/regi-2014q2x10q.htm,10-Q,1463258
253,REGI,2014-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000144530514002070/regi-2014q1x10q.htm,10-Q,1463258
254,REGI,2013-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000156459013001163/regi-10q_20131001.htm,10-Q,1463258
255,REGI,2013-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000156459013000302/regi-10q_20130629.htm,10-Q,1463258
256,REGI,2013-03-31,https://www.sec.gov/Archives/edgar/data/1463258/000095012313003418/regi-10q_20130331.htm,10-Q,1463258
257,REGI,2012-09-30,https://www.sec.gov/Archives/edgar/data/1463258/000119312512460847/d398377d10q.htm,10-Q,1463258
258,REGI,2012-06-30,https://www.sec.gov/Archives/edgar/data/1463258/000119312512355910/d331023d10q.htm,10-Q,1463258
259,MTRX,2022-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627322000021/mtrx-20220331.htm,10-Q,866273
260,MTRX,2021-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627322000008/mtrx-20211231.htm,10-Q,866273
261,MTRX,2021-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627321000116/mtrx-20210930.htm,10-Q,866273
262,MTRX,2021-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627321000022/mtrx-20210331.htm,10-Q,866273
263,MTRX,2020-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627321000008/mtrx-20201231.htm,10-Q,866273
264,MTRX,2020-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627320000135/mtrx-20200930.htm,10-Q,866273
265,MTRX,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/866273/000086627320000019/mtrx-2020x03x31x10q.htm,10-Q,866273
266,MTRX,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/866273/000086627320000005/mtrx-2019x12x31x10q.htm,10-Q,866273
267,MTRX,2019-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/866273/000086627319000117/mtrx-2019x9x30x10q.htm,10-Q,866273
268,MTRX,2019-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627319000024/mtrx-2019x3x31x10q.htm,10-Q,866273
269,MTRX,2018-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627319000009/mtrx-2018x12x31x10q.htm,10-Q,866273
270,MTRX,2018-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627318000128/mtrx-2018x9x30x10q.htm,10-Q,866273
271,MTRX,2018-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627318000025/mtrx-2018x3x31x10q.htm,10-Q,866273
272,MTRX,2017-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627318000008/mtrx-2017x12x31x10q.htm,10-Q,866273
273,MTRX,2017-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627317000122/mtrx-2017x9x30x10q.htm,10-Q,866273
274,MTRX,2017-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627317000018/mtrx-2017x3x31x10q.htm,10-Q,866273
275,MTRX,2016-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627317000006/mtrx-2016x12x31x10q.htm,10-Q,866273
276,MTRX,2016-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627316000241/mtrx-2016x9x30x10q.htm,10-Q,866273
277,MTRX,2016-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627316000163/mtrx-2016x3x31x10q.htm,10-Q,866273
278,MTRX,2015-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627316000141/mtrx-2015x12x31x10q.htm,10-Q,866273
279,MTRX,2015-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627315000094/mtrx-2015x09x30x10q.htm,10-Q,866273
280,MTRX,2015-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627315000030/mtrx-2015x03x31x10q.htm,10-Q,866273
281,MTRX,2014-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627315000008/mtrx-2014x12x31x10q.htm,10-Q,866273
282,MTRX,2014-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627314000106/mtrx-2014x09x30x10q.htm,10-Q,866273
283,MTRX,2014-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627314000055/mtrx-2014x03x31x10q.htm,10-Q,866273
284,MTRX,2013-12-31,https://www.sec.gov/Archives/edgar/data/866273/000086627314000006/mtrx-2013x12x31x10q.htm,10-Q,866273
285,MTRX,2013-09-30,https://www.sec.gov/Archives/edgar/data/866273/000086627313000091/mtrx-2013x09x30x10q.htm,10-Q,866273
286,MTRX,2013-03-31,https://www.sec.gov/Archives/edgar/data/866273/000086627313000012/mtrx-2013x03x31x10q.htm,10-Q,866273
287,MTRX,2012-12-31,https://www.sec.gov/Archives/edgar/data/866273/000144530513000176/mtrx-2012x12x31x10q.htm,10-Q,866273
288,MTRX,2012-09-30,https://www.sec.gov/Archives/edgar/data/866273/000119312512462895/d411459d10q.htm,10-Q,866273
289,BLK,2022-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459022018505/blk-10q_20220331.htm,10-Q,1364742
290,BLK,2021-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459021054838/blk-10q_20210930.htm,10-Q,1364742
291,BLK,2021-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459021041406/blk-10q_20210630.htm,10-Q,1364742
292,BLK,2021-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459021024726/blk-10q_20210331.htm,10-Q,1364742
293,BLK,2020-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459020051202/blk-10q_20200930.htm,10-Q,1364742
294,BLK,2020-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459020038433/blk-10q_20200630.htm,10-Q,1364742
295,BLK,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459020023352/blk-10q_20200331.htm,10-Q,1364742
296,BLK,2019-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459019042157/blk-10q_20190930.htm,10-Q,1364742
297,BLK,2019-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459019030654/blk-10q_20190630.htm,10-Q,1364742
298,BLK,2019-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1364742/000156459019017793/blk-10q_20190331.htm,10-Q,1364742
299,BLK,2018-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459018028881/blk-10q_20180930.htm,10-Q,1364742
300,BLK,2018-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459018020313/blk-10q_20180630.htm,10-Q,1364742
301,BLK,2018-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459018012320/blk-10q_20180331.htm,10-Q,1364742
302,BLK,2017-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459017022570/blk-10q_20170930.htm,10-Q,1364742
303,BLK,2017-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459017016394/blk-10q_20170630.htm,10-Q,1364742
304,BLK,2017-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459017009686/blk-10q_20170331.htm,10-Q,1364742
305,BLK,2016-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459016028171/blk-10q_20160930.htm,10-Q,1364742
306,BLK,2016-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459016023209/blk-10q_20160630.htm,10-Q,1364742
307,BLK,2016-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000156459016018688/blk-10q_20160331.htm,10-Q,1364742
308,BLK,2015-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000156459015009883/blk-10q_20150930.htm,10-Q,1364742
309,BLK,2015-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312515283171/d14172d10q.htm,10-Q,1364742
310,BLK,2015-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312515179094/d884015d10q.htm,10-Q,1364742
311,BLK,2014-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312514403120/d800369d10q.htm,10-Q,1364742
312,BLK,2014-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312514302181/d756612d10q.htm,10-Q,1364742
313,BLK,2014-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312514192207/d686413d10q.htm,10-Q,1364742
314,BLK,2013-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312513434891/d584518d10q.htm,10-Q,1364742
315,BLK,2013-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312513326890/d539907d10q.htm,10-Q,1364742
316,BLK,2013-03-31,https://www.sec.gov/Archives/edgar/data/1364742/000119312513210506/d502200d10q.htm,10-Q,1364742
317,BLK,2012-09-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312512460708/d406649d10q.htm,10-Q,1364742
318,BLK,2012-06-30,https://www.sec.gov/Archives/edgar/data/1364742/000119312512343728/d363785d10q.htm,10-Q,1364742
319,PYPL,2022-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391722000088/pypl-20220331.htm,10-Q,1633917
320,PYPL,2021-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000169/pypl-20210930.htm,10-Q,1633917
321,PYPL,2021-06-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000149/pypl-20210630.htm,10-Q,1633917
322,PYPL,2021-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391721000100/pypl-20210331.htm,10-Q,1633917
323,PYPL,2020-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000169/pypl-20200930.htm,10-Q,1633917
324,PYPL,2020-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391720000134/pypl-20200630.htm,10-Q,1633917
325,PYPL,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391720000093/pyplq1202010-q.htm,10-Q,1633917
326,PYPL,2019-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391719000210/pypl10-qq32019.htm,10-Q,1633917
327,PYPL,2019-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391719000180/pypl10-qq22019.htm,10-Q,1633917
328,PYPL,2019-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391719000118/pypl10-qq12019.htm,10-Q,1633917
329,PYPL,2018-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391718000203/pypl10-qq32018.htm,10-Q,1633917
330,PYPL,2018-06-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391718000171/pypl10-qq22018.htm,10-Q,1633917
331,PYPL,2018-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391718000096/pypl10-qq12018.htm,10-Q,1633917
332,PYPL,2017-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391717000171/pypl10-qq32017.htm,10-Q,1633917
333,PYPL,2017-06-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391717000136/pypl10-qq22017.htm,10-Q,1633917
334,PYPL,2017-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391717000075/pypl10-qq12017.htm,10-Q,1633917
335,PYPL,2016-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000243/pypl10-qq32016.htm,10-Q,1633917
336,PYPL,2016-06-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000203/pypl10-qq22016.htm,10-Q,1633917
337,PYPL,2016-03-31,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000161/pypl10-qq12016.htm,10-Q,1633917
338,PYPL,2015-09-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391715000052/pypl10-qq32015.htm,10-Q,1633917
339,PYPL,2015-06-30,https://www.sec.gov/Archives/edgar/data/1633917/000163391715000008/pypl10-qq22015.htm,10-Q,1633917
340,MELI,2022-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276222000223/meli-20220331x10q.htm,10-Q,1099590
341,MELI,2021-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000420/meli-20210930x10q.htm,10-Q,1099590
342,MELI,2021-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000313/meli-20210630x10q.htm,10-Q,1099590
343,MELI,2021-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000200/meli-20210331x10q.htm,10-Q,1099590
344,MELI,2020-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276220000390/meli-20200930x10q.htm,10-Q,1099590
345,MELI,2020-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099590/000156276220000324/meli-20200630x10q.htm,10-Q,1099590
346,MELI,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099590/000156276220000170/meli-20200331x10q.htm,10-Q,1099590
347,MELI,2019-09-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099590/000156276219000273/meli-20190930x10q.htm,10-Q,1099590
348,MELI,2019-06-30,https://www.sec.gov/ix?doc=/Archives/edgar/data/1099590/000156276219000186/meli-20190630x10q.htm,10-Q,1099590
349,MELI,2019-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276219000123/meli-20190331x10q.htm,10-Q,1099590
350,MELI,2018-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276218000323/meli-20180930x10q.htm,10-Q,1099590
351,MELI,2018-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276218000229/meli-20180630x10q.htm,10-Q,1099590
352,MELI,2018-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000090342318000273/mercado10qa.htm,10-Q/A,1099590
353,MELI,2018-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276218000158/meli-20180331x10q.htm,10-Q,1099590
354,MELI,2017-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276217000173/meli-20170930x10q.htm,10-Q,1099590
355,MELI,2017-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276217000120/meli-20170630x10q.htm,10-Q,1099590
356,MELI,2017-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276217000054/meli-20170331x10q.htm,10-Q,1099590
357,MELI,2016-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276216000445/meli-20160930x10q.htm,10-Q,1099590
358,MELI,2016-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276216000414/meli-20160630x10q.htm,10-Q,1099590
359,MELI,2016-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276216000383/meli-20160331x10q.htm,10-Q,1099590
360,MELI,2015-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276215000287/meli-20150930x10q.htm,10-Q,1099590
361,MELI,2015-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000156276215000219/meli-20150630x10q.htm,10-Q,1099590
362,MELI,2015-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000156276215000125/meli-20150331x10q.htm,10-Q,1099590
363,MELI,2014-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312514394339/d810153d10q.htm,10-Q,1099590
364,MELI,2014-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312514303451/d753656d10q.htm,10-Q,1099590
365,MELI,2014-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000119312514192809/d709187d10q.htm,10-Q,1099590
366,MELI,2013-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312513433300/d604164d10q.htm,10-Q,1099590
367,MELI,2013-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312513322069/d552461d10q.htm,10-Q,1099590
368,MELI,2013-03-31,https://www.sec.gov/Archives/edgar/data/1099590/000119312513204750/d509876d10q.htm,10-Q,1099590
369,MELI,2012-09-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312512452129/d427480d10q.htm,10-Q,1099590
370,MELI,2012-06-30,https://www.sec.gov/Archives/edgar/data/1099590/000119312512334988/d360509d10q.htm,10-Q,1099590
371,SOFI,2022-03-31,https://www.sec.gov/Archives/edgar/data/1818874/000181887422000071/sofi-20220331.htm,10-Q,1818874
372,SOFI,2021-09-30,https://www.sec.gov/Archives/edgar/data/1818874/000181887421000081/sofi-20210930.htm,10-Q,1818874
373,SOFI,2021-06-30,https://www.sec.gov/Archives/edgar/data/1818874/000181887421000037/sofi-20210630.htm,10-Q,1818874
374,SOFI,2021-03-31,https://www.sec.gov/Archives/edgar/data/1818874/000110465921070841/tm2111831d1_10q.htm,10-Q,1818874
375,SOFI,2021-03-31,https://www.sec.gov/Archives/edgar/data/1818874/000110465921068382/tm2111831d3_nt10q.htm,NT 10-Q,1818874
376,SOFI,2020-09-30,https://www.sec.gov/Archives/edgar/data/1818874/000110465920128076/tm2036449-1_10q.htm,10-Q,1818874
377,NFLX,2021-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528022000036/nflx-20211231.htm,10-K,1065280
378,NFLX,2020-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528021000040/nflx-20201231.htm,10-K,1065280
379,NFLX,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065280/000106528020000040/form10kq419.htm,10-K,1065280
380,NFLX,2018-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528019000079/a10ka.htm,10-K/A,1065280
381,NFLX,2018-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528019000043/form10k_q418.htm,10-K,1065280
382,NFLX,2017-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000162828018000941/q4nflx201710ka.htm,10-K/A,1065280
383,NFLX,2017-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528018000069/q4nflx201710k.htm,10-K,1065280
384,NFLX,2016-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000162828017000496/nflx201610k.htm,10-K,1065280
385,NFLX,2015-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528016000047/nflx201510k.htm,10-K,1065280
386,NFLX,2014-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528015000006/nflx201410k.htm,10-K,1065280
387,NFLX,2013-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528014000006/nflx10k2013.htm,10-K,1065280
388,NFLX,2012-12-31,https://www.sec.gov/Archives/edgar/data/1065280/000106528013000008/nflx1231201210kdoc.htm,10-K,1065280
389,FB,2021-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/fb-20211231.htm,10-K,1326801
390,FB,2020-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/fb-20201231.htm,10-K,1326801
391,FB,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1326801/000132680120000013/fb-12312019x10k.htm,10-K,1326801
392,FB,2018-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680119000009/fb-12312018x10k.htm,10-K,1326801
393,FB,2017-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680118000009/fb-12312017x10k.htm,10-K,1326801
394,FB,2016-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680117000007/fb-12312016x10k.htm,10-K,1326801
395,FB,2015-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000063/a1231201510-ka.htm,10-K/A,1326801
396,FB,2015-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000043/fb-12312015x10k.htm,10-K,1326801
397,FB,2014-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000010/amendment1form10-ka.htm,10-K/A,1326801
398,FB,2014-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000006/fb-12312014x10k.htm,10-K,1326801
399,FB,2013-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000007/fb-12312013x10k.htm,10-K,1326801
400,FB,2012-12-31,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000003/fb-12312012x10k.htm,10-K,1326801
401,UBER,2021-12-31,https://www.sec.gov/Archives/edgar/data/1543151/000154315122000008/uber-20211231.htm,10-K,1543151
402,UBER,2020-12-31,https://www.sec.gov/Archives/edgar/data/1543151/000154315121000014/uber-20201231.htm,10-K,1543151
403,UBER,2019-12-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/1543151/000154315120000010/fy2019q410kfinancialst.htm,10-K,1543151
404,MCHP,2022-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705422000094/mchp-20220331.htm,10-K,827054
405,MCHP,2021-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705421000106/mchp-20210331.htm,10-K,827054
406,MCHP,2020-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/827054/000082705420000119/a2020-03x3110k.htm,10-K,827054
407,MCHP,2019-03-31,https://www.sec.gov/ix?doc=/Archives/edgar/data/827054/000082705419000143/a2019-03x3110k.htm,10-K,827054
408,MCHP,2018-03-31,https://www.sec.gov/Archives/edgar/data/827054/000162828018006982/a2018-03x3110k.htm,10-K,827054
409,MCHP,2017-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705417000098/a2017-03x3110k.htm,10-K,827054
410,MCHP,2016-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705416000344/a2016-03x3110k.htm,10-K,827054
411,MCHP,2015-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705415000108/form10-ka6x8x15.htm,10-K/A,827054
412,MCHP,2015-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705415000103/a2015-03x3110k.htm,10-K,827054
413,MCHP,2014-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705414000140/a2014-03x3110k.htm,10-K,827054
414,MCHP,2013-03-31,https://www.sec.gov/Archives/edgar/data/827054/000082705413000171/a2013-03x3110k.htm,10-K,827054
415,ABNB,2021-12-31,https://www.sec.gov/Archives/edgar/data/1559720/000155972022000006/abnb-20211231.htm,10-K,1559720
