date,ticker,pos,neg,neu,compound,ticker,close,volume
2015-12-01,NFLX,0.11,0.024,0.865,1.0,NFLX,125.37,12550755.0
2015-12-02,NFLX,0.11,0.024,0.865,1.0,NFLX,128.93,24105712.0
2015-12-03,NFLX,0.11,0.024,0.865,1.0,NFLX,126.81,26644540.0
2015-12-04,NFLX,0.11,0.024,0.865,1.0,NFLX,130.93,20250411.0
2015-12-07,NFLX,0.11,0.024,0.865,1.0,NFLX,125.36,23351531.0
2015-12-08,NFLX,0.11,0.024,0.865,1.0,NFLX,126.98,18591147.0
2015-12-09,NFLX,0.11,0.024,0.865,1.0,NFLX,124.2,17788797.0
2015-12-10,NFLX,0.11,0.024,0.865,1.0,NFLX,122.91,13474119.0
2015-12-11,NFLX,0.11,0.024,0.865,1.0,NFLX,118.91,16105315.0
2015-12-14,NFLX,0.11,0.024,0.865,1.0,NFLX,120.67,18732738.0
2015-12-15,NFLX,0.11,0.024,0.865,1.0,NFLX,118.6,11759993.0
2015-12-16,NFLX,0.11,0.024,0.865,1.0,NFLX,122.64,13180982.0
2015-12-17,NFLX,0.11,0.024,0.865,1.0,NFLX,122.51,17284872.0
2015-12-18,NFLX,0.11,0.024,0.865,1.0,NFLX,118.02,17948060.0
2015-12-21,NFLX,0.11,0.024,0.865,1.0,NFLX,116.63,11669993.0
2015-12-22,NFLX,0.11,0.024,0.865,1.0,NFLX,116.24,9689044.0
2015-12-23,NFLX,0.11,0.024,0.865,1.0,NFLX,118.16,9324318.0
2015-12-24,NFLX,0.11,0.024,0.865,1.0,NFLX,117.33,3541403.0
2015-12-28,NFLX,0.11,0.024,0.865,1.0,NFLX,117.11,8422424.0
2015-12-29,NFLX,0.11,0.024,0.865,1.0,NFLX,119.12,8159211.0
2015-12-30,NFLX,0.11,0.024,0.865,1.0,NFLX,116.71,8149686.0
2015-12-31,NFLX,0.126,0.054,0.82,1.0,NFLX,114.38,9273008.0
2016-01-04,NFLX,0.126,0.054,0.82,1.0,NFLX,109.96,20794848.0
2016-01-05,NFLX,0.126,0.054,0.82,1.0,NFLX,107.66,17664562.0
2016-01-06,NFLX,0.126,0.054,0.82,1.0,NFLX,117.68,33045656.0
2016-01-07,NFLX,0.126,0.054,0.82,1.0,NFLX,114.56,33636661.0
2016-01-08,NFLX,0.126,0.054,0.82,1.0,NFLX,111.39,18067140.0
2016-01-11,NFLX,0.126,0.054,0.82,1.0,NFLX,114.97,21920390.0
2016-01-12,NFLX,0.126,0.054,0.82,1.0,NFLX,116.58,15133522.0
2016-01-13,NFLX,0.126,0.054,0.82,1.0,NFLX,106.56,24921587.0
2016-01-14,NFLX,0.126,0.054,0.82,1.0,NFLX,107.06,23664784.0
2016-01-15,NFLX,0.126,0.054,0.82,1.0,NFLX,104.04,19763141.0
2016-01-19,NFLX,0.126,0.054,0.82,1.0,NFLX,107.89,35722752.0
2016-01-20,NFLX,0.126,0.054,0.82,1.0,NFLX,107.74,53009419.0
2016-01-21,NFLX,0.126,0.054,0.82,1.0,NFLX,102.35,31027503.0
2016-01-22,NFLX,0.126,0.054,0.82,1.0,NFLX,100.72,26819871.0
2016-01-25,NFLX,0.126,0.054,0.82,1.0,NFLX,99.12,20321102.0
2016-01-26,NFLX,0.126,0.054,0.82,1.0,NFLX,97.83,22083856.0
2016-01-27,NFLX,0.126,0.054,0.82,1.0,NFLX,91.15,25556187.0
2016-01-28,NFLX,0.126,0.054,0.82,1.0,NFLX,94.41,24562311.0
2016-01-29,NFLX,0.126,0.054,0.82,1.0,NFLX,91.84,20458045.0
2016-02-01,NFLX,0.126,0.054,0.82,1.0,NFLX,94.09,19684477.0
2016-02-02,NFLX,0.126,0.054,0.82,1.0,NFLX,91.49,20942471.0
2016-02-03,NFLX,0.126,0.054,0.82,1.0,NFLX,90.74,27466034.0
2016-02-04,NFLX,0.126,0.054,0.82,1.0,NFLX,89.71,19108600.0
2016-02-05,NFLX,0.126,0.054,0.82,1.0,NFLX,82.79,25929257.0
2016-02-08,NFLX,0.126,0.054,0.82,1.0,NFLX,83.32,25035634.0
2016-02-09,NFLX,0.126,0.054,0.82,1.0,NFLX,86.13,25892874.0
2016-02-10,NFLX,0.126,0.054,0.82,1.0,NFLX,88.45,23146517.0
2016-02-11,NFLX,0.126,0.054,0.82,1.0,NFLX,86.35,21820321.0
2016-02-12,NFLX,0.126,0.054,0.82,1.0,NFLX,87.4,19067683.0
2016-02-16,NFLX,0.126,0.054,0.82,1.0,NFLX,89.05,16356604.0
2016-02-17,NFLX,0.126,0.054,0.82,1.0,NFLX,94.76,18323834.0
2016-02-18,NFLX,0.126,0.054,0.82,1.0,NFLX,90.49,17695324.0
2016-02-19,NFLX,0.126,0.054,0.82,1.0,NFLX,89.23,14259205.0
2016-02-22,NFLX,0.126,0.054,0.82,1.0,NFLX,91.93,16321822.0
2016-02-23,NFLX,0.126,0.054,0.82,1.0,NFLX,89.12,12744428.0
2016-02-24,NFLX,0.126,0.054,0.82,1.0,NFLX,91.61,15972798.0
2016-02-25,NFLX,0.126,0.054,0.82,1.0,NFLX,94.53,17898777.0
2016-02-26,NFLX,0.126,0.054,0.82,1.0,NFLX,94.79,16975151.0
2016-02-29,NFLX,0.126,0.054,0.82,1.0,NFLX,93.41,13663080.0
2016-03-01,NFLX,0.126,0.054,0.82,1.0,NFLX,98.3,17048790.0
2016-03-02,NFLX,0.126,0.054,0.82,1.0,NFLX,97.61,19102849.0
2016-03-03,NFLX,0.126,0.054,0.82,1.0,NFLX,97.93,15320921.0
2016-03-04,NFLX,0.126,0.054,0.82,1.0,NFLX,101.58,23414622.0
2016-03-07,NFLX,0.126,0.054,0.82,1.0,NFLX,95.49,23906672.0
2016-03-08,NFLX,0.126,0.054,0.82,1.0,NFLX,96.23,14796968.0
