,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,close,volume
2019-03-28,0.1377,0.15,0.678,0.172,102.54,2094603.0
2019-03-29,0.1377,0.15,0.678,0.172,101.53,1516651.0
2019-04-01,0.1377,0.15,0.678,0.172,103.69,1414020.0
2019-04-02,0.1377,0.15,0.678,0.172,102.49,1209106.0
2019-04-03,0.1377,0.15,0.678,0.172,99.96,1491956.0
2019-04-04,0.1377,0.15,0.678,0.172,99.84,1751888.0
2019-04-05,0.1377,0.15,0.678,0.172,102.45,1951783.0
2019-04-08,0.1377,0.15,0.678,0.172,104.35,1577090.0
2019-04-09,0.1377,0.15,0.678,0.172,102.84,1236694.0
2019-04-10,0.1377,0.15,0.678,0.172,103.87,1208233.0
2019-04-11,0.1377,0.15,0.678,0.172,99.92,3192713.0
2019-04-12,0.1377,0.15,0.678,0.172,106.28,3828663.0
2019-04-15,0.1377,0.15,0.678,0.172,105.96,1716583.0
2019-04-16,0.1377,0.15,0.678,0.172,106.87,2224370.0
2019-04-17,0.1377,0.15,0.678,0.172,108.24,1890514.0
2019-04-18,0.1377,0.15,0.678,0.172,107.28,1480580.0
2019-04-22,0.1779,0.096,0.904,0.0,111.2,2347749.0
2019-04-23,0.1779,0.096,0.904,0.0,111.81,2130283.0
2019-04-24,0.1779,0.096,0.904,0.0,111.04,2721763.0
2019-04-25,0.1779,0.096,0.904,0.0,109.61,1261835.0
2019-04-26,0.1779,0.096,0.904,0.0,107.21,1817377.0
2019-04-29,0.1779,0.096,0.904,0.0,106.9,1224808.0
2019-04-30,0.1779,0.096,0.904,0.0,106.39,1917765.0
2019-05-01,0.1779,0.096,0.904,0.0,101.37,2127207.0
2019-05-02,0.1779,0.096,0.904,0.0,99.12,1793748.0
2019-05-03,0.1779,0.096,0.904,0.0,100.47,1697817.0
2019-05-06,0.1779,0.096,0.904,0.0,100.7,1715580.0
2019-05-07,0.1779,0.096,0.904,0.0,98.23,2597634.0
2019-05-08,0.1779,0.096,0.904,0.0,105.85,4557787.0
2019-05-09,0.1779,0.096,0.904,0.0,108.24,3515224.0
2019-05-10,0.1779,0.096,0.904,0.0,107.89,2280173.0
2019-05-13,0.8562,0.098,0.82,0.082,107.2,1587127.0
2019-05-14,0.8562,0.098,0.82,0.082,109.11,1661793.0
2019-05-15,0.8562,0.098,0.82,0.082,109.06,1416359.0
2019-05-16,0.6757,0.085,0.88,0.035,110.63,1044527.0
2019-05-17,0.6757,0.085,0.88,0.035,111.02,1281259.0
2019-05-20,0.6757,0.085,0.88,0.035,109.66,1395080.0
2019-05-21,0.6757,0.085,0.88,0.035,113.8,2239483.0
2019-05-22,0.6757,0.085,0.88,0.035,108.88,1444360.0
2019-05-23,0.6757,0.085,0.88,0.035,104.03,2143576.0
2019-05-24,0.6757,0.085,0.88,0.035,104.11,1389089.0
2019-05-28,0.6757,0.085,0.88,0.035,103.52,1428880.0
2019-05-29,0.6757,0.085,0.88,0.035,101.31,2679597.0
2019-05-30,0.6757,0.085,0.88,0.035,100.35,1645500.0
2019-05-31,0.6757,0.085,0.88,0.035,98.06,1900457.0
2019-06-03,0.6757,0.085,0.88,0.035,98.17,1950799.0
2019-06-04,0.6757,0.085,0.88,0.035,99.13,1769105.0
2019-06-05,0.6757,0.085,0.88,0.035,96.12,2089650.0
2019-06-06,0.6757,0.085,0.88,0.035,97.58,1450798.0
2019-06-07,0.6757,0.085,0.88,0.035,97.02,1674131.0
2019-06-10,0.6757,0.085,0.88,0.035,97.6,1751227.0
2019-06-11,0.6757,0.085,0.88,0.035,99.76,1516246.0
2019-06-12,0.6757,0.085,0.88,0.035,98.21,1551934.0
2019-06-13,0.6757,0.085,0.88,0.035,100.17,1080008.0
2019-06-14,0.6757,0.085,0.88,0.035,98.95,1092957.0
2019-06-17,0.6757,0.085,0.88,0.035,101.58,1271123.0
2019-06-18,0.6757,0.085,0.88,0.035,104.54,1416653.0
2019-06-19,0.6757,0.085,0.88,0.035,104.12,1205716.0
2019-06-20,0.6757,0.085,0.88,0.035,107.585,1872011.0
2019-06-21,0.0,0.0,1.0,0.0,109.79,2491484.0
2019-06-24,0.0,0.0,1.0,0.0,107.64,1380254.0
2019-06-25,0.0,0.0,1.0,0.0,105.22,1303296.0
2019-06-26,0.0,0.0,1.0,0.0,107.23,1645356.0
2019-06-27,0.0,0.0,1.0,0.0,107.49,1005745.0
2019-06-28,0.0,0.0,1.0,0.0,108.97,1633886.0
2019-07-01,0.0,0.0,1.0,0.0,109.35,1472157.0
2019-07-02,0.0,0.0,1.0,0.0,104.17,1834224.0
2019-07-03,0.0,0.0,1.0,0.0,105.2,584988.0
2019-07-05,0.83775,0.2595,0.6995,0.041,107.41,1356003.0
2019-07-08,0.18456666666666666,0.17899999999999996,0.745,0.076,106.96,805097.0
2019-07-09,0.18456666666666666,0.17899999999999996,0.745,0.076,106.97,1006261.0
2019-07-10,0.18456666666666666,0.17899999999999996,0.745,0.076,109.68,1097177.0
2019-07-11,0.18456666666666666,0.17899999999999996,0.745,0.076,109.32,1230934.0
2019-07-12,0.18456666666666666,0.17899999999999996,0.745,0.076,110.83,1243619.0
2019-07-15,0.8645,0.132,0.868,0.0,106.41,1075249.0
2019-07-16,0.8645,0.132,0.868,0.0,104.11,1652208.0
2019-07-17,0.8645,0.132,0.868,0.0,101.79,1230479.0
2019-07-18,0.0,0.0,1.0,0.0,103.58,1423405.0
2019-07-19,0.0,0.0,1.0,0.0,104.61,1141910.0
2019-07-22,0.0,0.0,1.0,0.0,103.49,981641.0
2019-07-23,0.0,0.0,1.0,0.0,104.44,738896.0
2019-07-24,0.0,0.0,1.0,0.0,104.45,802660.0
2019-07-25,0.0,0.0,1.0,0.0,101.4,1127446.0
2019-07-26,0.0,0.0,1.0,0.0,101.99,1006328.0
2019-07-29,0.0,0.0,1.0,0.0,99.73,1186286.0
2019-07-30,0.0,0.0,1.0,0.0,102.83,1311876.0
2019-07-31,0.0,0.0,1.0,0.0,103.43,1472986.0
2019-08-01,0.0,0.0,1.0,0.0,97.4,4983775.0
2019-08-02,0.0,0.0,1.0,0.0,97.49,2019172.0
2019-08-05,0.0,0.0,1.0,0.0,91.45,2350907.0
2019-08-06,0.0,0.0,1.0,0.0,91.06,2593563.0
2019-08-07,0.0,0.0,1.0,0.0,92.74,3916350.0
2019-08-08,0.0,0.0,1.0,0.0,95.2,4304761.0
2019-08-09,0.0,0.0,1.0,0.0,96.42,1676209.0
2019-08-12,0.0,0.0,1.0,0.0,96.88,1915000.0
2019-08-13,0.2732,0.208,0.792,0.0,99.94,1805790.0
2019-08-14,0.2732,0.208,0.792,0.0,96.31,1783071.0
2019-08-15,0.3182,0.108,0.892,0.0,95.81,1541946.0
2019-08-16,-0.5267,0.0,0.185,0.815,97.26,1318151.0
2019-08-19,0.0,0.0,1.0,0.0,99.96,1115017.0
2019-08-20,0.0,0.0,1.0,0.0,99.28,1033952.0
2019-08-21,0.0,0.0,1.0,0.0,100.1,961705.0
2019-08-22,-0.8367,0.046,0.831,0.123,99.23,905535.0
2019-08-23,-0.8367,0.046,0.831,0.123,94.6,1822841.0
2019-08-26,0.8943,0.229,0.695,0.076,93.5,1659770.0
2019-08-27,0.8943,0.229,0.695,0.076,92.37,1530856.0
2019-08-28,0.8943,0.229,0.695,0.076,96.63,1760496.0
2019-08-29,0.8943,0.229,0.695,0.076,98.58,1334172.0
2019-08-30,0.8943,0.229,0.695,0.076,98.08,1703712.0
2019-09-03,0.8943,0.229,0.695,0.076,97.0,1430089.0
2019-09-04,0.8943,0.229,0.695,0.076,97.82,1162868.0
2019-09-05,0.8943,0.229,0.695,0.076,97.65,1561796.0
2019-09-06,0.8943,0.229,0.695,0.076,95.6,1623806.0
2019-09-09,0.8943,0.229,0.695,0.076,96.54,2582087.0
2019-09-10,0.8943,0.229,0.695,0.076,99.46,2725092.0
2019-09-11,0.8943,0.229,0.695,0.076,98.72,1314180.0
2019-09-12,0.8943,0.229,0.695,0.076,96.17,1580758.0
2019-09-13,0.8943,0.229,0.695,0.076,96.73,1189634.0
2019-09-16,0.8943,0.229,0.695,0.076,105.04,3985112.0
2019-09-17,0.8943,0.229,0.695,0.076,100.45,2450195.0
2019-09-18,0.8943,0.229,0.695,0.076,98.25,1550496.0
2019-09-19,0.8943,0.229,0.695,0.076,97.33,1385992.0
2019-09-20,0.8943,0.229,0.695,0.076,96.82,3670683.0
2019-09-23,0.8943,0.229,0.695,0.076,98.29,1818637.0
2019-09-24,0.8943,0.229,0.695,0.076,94.49,2280745.0
2019-09-25,0.8943,0.229,0.695,0.076,93.24,2202454.0
2019-09-26,0.8943,0.229,0.695,0.076,90.12,2475909.0
2019-09-27,0.8943,0.229,0.695,0.076,89.99,1684921.0
2019-09-30,0.8943,0.229,0.695,0.076,89.91,1146268.0
2019-10-01,0.8943,0.229,0.695,0.076,85.0,3082122.0
2019-10-02,0.8943,0.229,0.695,0.076,83.12,2032960.0
2019-10-03,0.8943,0.229,0.695,0.076,85.89,2152324.0
2019-10-04,0.8943,0.229,0.695,0.076,85.42,1334739.0
2019-10-07,0.8943,0.229,0.695,0.076,83.37,1779415.0
2019-10-08,0.8943,0.229,0.695,0.076,80.82,1951885.0
2019-10-09,0.8943,0.229,0.695,0.076,81.55,1591783.0
2019-10-10,0.8943,0.229,0.695,0.076,82.54,1342033.0
2019-10-11,0.8943,0.229,0.695,0.076,83.64,1402941.0
2019-10-14,0.8943,0.229,0.695,0.076,83.955,1247687.0
2019-10-15,0.8943,0.229,0.695,0.076,84.84,2120314.0
2019-10-16,0.8943,0.229,0.695,0.076,83.43,1520025.0
2019-10-17,0.8943,0.229,0.695,0.076,84.04,1904184.0
2019-10-18,0.8943,0.229,0.695,0.076,81.97,1375040.0
2019-10-21,0.8943,0.229,0.695,0.076,82.74,1288152.0
2019-10-22,0.8943,0.229,0.695,0.076,85.69,1223244.0
2019-10-23,0.8943,0.229,0.695,0.076,87.16,1346768.0
2019-10-24,0.0,0.0,1.0,0.0,86.91,1019016.0
2019-10-25,0.0,0.0,1.0,0.0,87.46,969998.0
2019-10-28,0.0,0.0,1.0,0.0,86.6,1220390.0
2019-10-29,0.0,0.0,1.0,0.0,87.92,1735886.0
2019-10-30,0.0,0.0,1.0,0.0,84.38,1793743.0
2019-10-31,0.0,0.0,1.0,0.0,85.76,1414147.0
2019-11-01,0.0,0.0,1.0,0.0,86.79,1499330.0
2019-11-04,0.0,0.0,1.0,0.0,90.36,2176052.0
2019-11-05,0.0,0.0,1.0,0.0,90.23,2909105.0
2019-11-06,0.0,0.0,1.0,0.0,77.2,13530870.0
2019-11-07,0.0,0.0,1.0,0.0,75.56,5607509.0
2019-11-08,0.0,0.0,1.0,0.0,75.43,2379724.0
2019-11-11,0.296,0.146,0.761,0.094,76.78,3224766.0
2019-11-12,0.296,0.146,0.761,0.094,78.01,2975550.0
2019-11-13,0.296,0.146,0.761,0.094,77.01,2162534.0
2019-11-14,0.296,0.146,0.761,0.094,76.29,1589298.0
2019-11-15,0.296,0.146,0.761,0.094,77.09,2203838.0
2019-11-18,0.296,0.146,0.761,0.094,75.73,1719874.0
2019-11-19,0.296,0.146,0.761,0.094,74.19,1644204.0
2019-11-20,0.296,0.146,0.761,0.094,75.29,1593787.0
2019-11-21,0.296,0.146,0.761,0.094,75.57,3031496.0
2019-11-22,0.296,0.146,0.761,0.094,75.33,2115054.0
2019-11-25,0.296,0.146,0.761,0.094,77.13,2580446.0
2019-11-26,0.296,0.146,0.761,0.094,77.1,2180823.0
2019-11-27,0.296,0.146,0.761,0.094,78.52,1881672.0
2019-11-29,0.296,0.146,0.761,0.094,77.34,946165.0
2019-12-02,0.296,0.146,0.761,0.094,77.88,1741242.0
2019-12-03,0.296,0.146,0.761,0.094,76.91,1922033.0
2019-12-04,0.296,0.146,0.761,0.094,80.56,2598935.0
2019-12-05,0.296,0.146,0.761,0.094,79.94,2053385.0
2019-12-06,0.296,0.146,0.761,0.094,83.23,2031947.0
2019-12-09,-0.3818,0.0,0.874,0.126,83.78,1795125.0
2019-12-10,-0.3818,0.0,0.874,0.126,83.46,1710042.0
2019-12-11,-0.3818,0.0,0.874,0.126,83.83,3193826.0
2019-12-12,-0.3818,0.0,0.874,0.126,86.27,1660666.0
2019-12-13,-0.3818,0.0,0.874,0.126,85.09,1272040.0
2019-12-16,-0.3818,0.0,0.874,0.126,87.69,2785726.0
2019-12-17,-0.3818,0.0,0.874,0.126,86.61,1904229.0
2019-12-18,-0.3818,0.0,0.874,0.126,87.08,1594945.0
2019-12-19,-0.3818,0.0,0.874,0.126,87.48,2108442.0
2019-12-20,-0.3818,0.0,0.874,0.126,88.02,4300883.0
2019-12-23,-0.3818,0.0,0.874,0.126,89.03,1980262.0
2019-12-24,-0.3818,0.0,0.874,0.126,90.18,745279.0
2019-12-26,-0.3818,0.0,0.874,0.126,91.31,1466924.0
2019-12-27,-0.3818,0.0,0.874,0.126,90.77,1342530.0
2019-12-30,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,91.07,1790423.0
2019-12-31,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,92.86,1101512.0
2020-01-02,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,92.65,1822201.0
2020-01-03,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,94.41,2168713.0
2020-01-06,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,94.9,2018996.0
2020-01-07,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,96.42,2202291.0
2020-01-08,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,93.33,1991375.0
2020-01-09,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,94.15,1458960.0
2020-01-10,0.2994,0.16933333333333334,0.7913333333333333,0.03933333333333333,92.26,1684535.0
2020-01-13,-0.1027,0.057,0.867,0.076,90.48,2451772.0
2020-01-14,-0.1027,0.057,0.867,0.076,91.26,2048519.0
2020-01-15,-0.1027,0.057,0.867,0.076,91.31,1538669.0
2020-01-16,-0.1027,0.057,0.867,0.076,90.74,1593739.0
2020-01-17,-0.1027,0.057,0.867,0.076,89.54,1930394.0
2020-01-21,-0.1027,0.057,0.867,0.076,88.32,2216865.0
2020-01-22,-0.1027,0.057,0.867,0.076,85.49,2112163.0
2020-01-23,-0.1027,0.057,0.867,0.076,84.7,2058322.0
2020-01-24,-0.1027,0.057,0.867,0.076,82.84,1608480.0
2020-01-27,-0.1027,0.057,0.867,0.076,79.37,2338589.0
2020-01-28,-0.1027,0.057,0.867,0.076,79.12,2815116.0
2020-01-29,-0.1027,0.057,0.867,0.076,77.57,1379501.0
2020-01-30,-0.1027,0.057,0.867,0.076,76.49,3936723.0
2020-01-31,-0.1027,0.057,0.867,0.076,74.4,2437811.0
2020-02-03,-0.5106,0.0,0.909,0.091,73.08,2569381.0
2020-02-04,-0.5106,0.0,0.909,0.091,73.22,2249485.0
2020-02-05,-0.5106,0.0,0.909,0.091,77.4,2996192.0
2020-02-06,-0.5106,0.0,0.909,0.091,76.23,1309939.0
2020-02-07,-0.5106,0.0,0.909,0.091,74.24,1549552.0
2020-02-10,-0.5106,0.0,0.909,0.091,72.0,3973144.0
2020-02-11,-0.5106,0.0,0.909,0.091,72.51,1898177.0
2020-02-12,-0.5106,0.0,0.909,0.091,74.35,1999357.0
2020-02-13,-0.5106,0.0,0.909,0.091,74.54,2526800.0
2020-02-14,-0.5106,0.0,0.909,0.091,74.97,2084232.0
2020-02-18,0.3769,0.109,0.891,0.0,74.56,2285789.0
2020-02-19,0.3769,0.109,0.891,0.0,79.29,4359261.0
2020-02-20,0.3769,0.109,0.891,0.0,78.48,2429441.0
2020-02-21,0.3769,0.109,0.891,0.0,76.4,2015312.0
2020-02-24,0.3769,0.109,0.891,0.0,71.08,2522709.0
2020-02-25,0.3769,0.109,0.891,0.0,67.16,3401309.0
2020-02-26,0.3769,0.109,0.891,0.0,63.14,3367308.0
2020-02-27,0.3769,0.109,0.891,0.0,59.48,4306165.0
2020-02-28,0.0,0.0,1.0,0.0,62.0,4762416.0
2020-03-02,0.1406,0.09,0.828,0.082,62.14,3284108.0
2020-03-03,0.1406,0.09,0.828,0.082,61.76,3101491.0
2020-03-04,0.1406,0.09,0.828,0.082,61.07,2466789.0
2020-03-05,0.1406,0.09,0.828,0.082,58.21,2460852.0
2020-03-06,0.1406,0.09,0.828,0.082,48.56,6880583.0
2020-03-09,0.0018,0.093,0.837,0.07,26.88,19434315.0
2020-03-10,0.0018,0.093,0.837,0.07,29.68,11264594.0
2020-03-11,0.0018,0.093,0.837,0.07,26.2,8123609.0
2020-03-12,0.0018,0.093,0.837,0.07,25.62,7646895.0
2020-03-13,0.0018,0.093,0.837,0.07,27.19,6709890.0
2020-03-16,0.0018,0.093,0.837,0.07,23.49,5636336.0
2020-03-17,0.0018,0.093,0.837,0.07,20.23,6335410.0
2020-03-18,0.0018,0.093,0.837,0.07,15.56,7658207.0
2020-03-19,0.0018,0.093,0.837,0.07,18.69,7577392.0
2020-03-20,0.0018,0.093,0.837,0.07,18.59,8185955.0
2020-03-23,0.0018,0.093,0.837,0.07,20.37,6731496.0
2020-03-24,-0.2389,0.125,0.75,0.125,24.12,6282019.0
2020-03-25,-0.2389,0.125,0.75,0.125,24.17,5472638.0
2020-03-26,-0.2389,0.125,0.75,0.125,25.95,5158401.0
2020-03-27,-0.2389,0.125,0.75,0.125,23.87,3532648.0
2020-03-30,0.6486,0.337,0.571,0.091,23.59,4627936.0
2020-03-31,0.6486,0.337,0.571,0.091,26.2,5980149.0
2020-04-01,0.6486,0.337,0.571,0.091,25.07,5043315.0
2020-04-02,0.6486,0.337,0.571,0.091,29.05,10439411.0
2020-04-03,0.6486,0.337,0.571,0.091,31.59,9649584.0
2020-04-06,0.6486,0.337,0.571,0.091,32.1,5645220.0
2020-04-07,0.6486,0.337,0.571,0.091,33.01,6543432.0
2020-04-08,0.6486,0.337,0.571,0.091,37.48,5067350.0
2020-04-09,0.6486,0.337,0.571,0.091,34.86,8914196.0
2020-04-13,0.0,0.0,1.0,0.0,33.08,5231242.0
2020-04-14,0.0,0.0,1.0,0.0,31.65,5110549.0
2020-04-15,0.6725,0.103,0.799,0.098,30.23,5506701.0
2020-04-16,0.6725,0.103,0.799,0.098,28.03,5225185.0
2020-04-17,0.6725,0.103,0.799,0.098,31.52,5523273.0
2020-04-20,-0.223,0.183,0.637,0.18,30.86,4717730.0
2020-04-21,-0.223,0.183,0.637,0.18,31.4,4822518.0
2020-04-22,-0.223,0.183,0.637,0.18,34.24,4617398.0
2020-04-23,-0.223,0.183,0.637,0.18,37.1,5176028.0
2020-04-24,-0.223,0.183,0.637,0.18,35.78,5358966.0
2020-04-27,0.25,0.054,0.915,0.031,36.22,3586959.0
2020-04-28,0.25,0.054,0.915,0.031,38.0,4282803.0
2020-04-29,0.25,0.054,0.915,0.031,44.19,5239441.0
2020-04-30,0.25,0.054,0.915,0.031,43.54,5484786.0
2020-05-01,0.25,0.054,0.915,0.031,40.28,3825548.0
2020-05-04,0.9399,0.15,0.795,0.055,42.52,3657006.0
2020-05-05,0.9399,0.15,0.795,0.055,40.33,5252161.0
2020-05-06,0.9399,0.15,0.795,0.055,38.92,2879909.0
2020-05-07,0.9399,0.15,0.795,0.055,40.37,2381462.0
2020-05-08,0.9399,0.15,0.795,0.055,42.08,2806790.0
2020-05-11,0.9399,0.15,0.795,0.055,41.02,2340675.0
2020-05-12,0.9399,0.15,0.795,0.055,40.87,2651280.0
2020-05-13,0.0,0.0,1.0,0.0,37.79,3626189.0
2020-05-14,0.0,0.0,1.0,0.0,38.18,2732817.0
2020-05-15,0.3919,0.123,0.801,0.076,38.78,2701931.0
2020-05-18,0.9329,0.101,0.823,0.076,43.44,2909619.0
2020-05-19,0.9329,0.101,0.823,0.076,41.84,2503821.0
2020-05-20,0.9329,0.101,0.823,0.076,43.66,2104524.0
2020-05-21,-0.2668,0.017,0.931,0.052,42.89,1647996.0
2020-05-22,-0.19654999999999997,0.091,0.8514999999999999,0.058,42.94,1773838.0
2020-05-26,-0.19654999999999997,0.091,0.8514999999999999,0.058,44.9,2680947.0
2020-05-27,-0.19654999999999997,0.091,0.8514999999999999,0.058,44.3,2796407.0
2020-05-28,-0.19654999999999997,0.091,0.8514999999999999,0.058,43.02,1984007.0
2020-05-29,0.847,0.101,0.859,0.04,42.58,4330095.0
2020-06-01,0.8387,0.262,0.738,0.0,43.73,2103338.0
2020-06-02,0.8387,0.262,0.738,0.0,45.61,1941764.0
2020-06-03,0.8,0.212,0.788,0.0,47.58,2014451.0
2020-06-04,0.9878,0.18,0.797,0.023,47.68,1697777.0
2020-06-05,-0.6935,0.0365,0.878,0.08549999999999999,52.21,4400916.0
2020-06-08,-0.6935,0.0365,0.878,0.08549999999999999,59.82,4506795.0
2020-06-09,0.1366,0.0475,0.9525,0.0,53.92,4396828.0
2020-06-10,0.9535,0.12,0.82,0.06,50.17,2612306.0
2020-06-11,-0.1779,0.039,0.927,0.035,44.36,3623339.0
2020-06-12,0.3939,0.051,0.949,0.0,46.96,2637250.0
2020-06-15,0.7003,0.094,0.906,0.0,48.12,2999634.0
2020-06-16,0.7003,0.094,0.906,0.0,49.97,2152856.0
2020-06-17,0.7003,0.094,0.906,0.0,46.55,2263775.0
2020-06-18,0.7003,0.094,0.906,0.0,46.59,2401190.0
2020-06-19,0.7003,0.094,0.906,0.0,46.73,5432524.0
2020-06-22,0.7003,0.094,0.906,0.0,46.09,2671767.0
2020-06-23,0.7003,0.094,0.906,0.0,46.31,2740138.0
2020-06-24,0.7003,0.094,0.906,0.0,41.9,4371970.0
2020-06-25,0.7003,0.094,0.906,0.0,43.62,3468646.0
2020-06-26,0.7003,0.094,0.906,0.0,41.13,3704713.0
2020-06-29,0.7003,0.094,0.906,0.0,41.43,2680075.0
2020-06-30,0.7003,0.094,0.906,0.0,41.82,2632409.0
2020-07-01,0.7003,0.094,0.906,0.0,39.6,4343456.0
2020-07-02,0.7003,0.094,0.906,0.0,41.56,3305852.0
2020-07-06,0.0,0.0,1.0,0.0,42.88,2497928.0
2020-07-07,0.0,0.0,1.0,0.0,40.12,2133105.0
2020-07-08,0.0,0.0,1.0,0.0,40.23,2738265.0
2020-07-09,0.0,0.0,1.0,0.0,37.5,3235267.0
2020-07-10,-0.07785,0.0995,0.8355,0.0655,38.93,2557488.0
2020-07-13,0.9721,0.179,0.769,0.052,37.1,3915730.0
2020-07-14,0.9721,0.179,0.769,0.052,39.28,2776711.0
2020-07-15,0.9721,0.179,0.769,0.052,39.9,3706331.0
2020-07-16,0.2008,0.074,0.874,0.053,39.51,1651589.0
2020-07-17,0.6948,0.234,0.637,0.13,39.02,1904186.0
2020-07-20,0.6948,0.234,0.637,0.13,38.58,1623660.0
2020-07-21,0.09375,0.0505,0.905,0.0445,42.11,3450955.0
2020-07-22,0.09375,0.0505,0.905,0.0445,41.7,1267750.0
2020-07-23,0.09375,0.0505,0.905,0.0445,41.07,1257162.0
2020-07-24,0.09375,0.0505,0.905,0.0445,40.73,1026043.0
2020-07-27,0.4995,0.164,0.771,0.065,40.05,1231942.0
2020-07-28,-0.3182,0.0,0.954,0.046,38.88,1534239.0
2020-07-29,0.42635,0.16999999999999998,0.7665,0.0635,40.76,1644389.0
2020-07-30,0.42635,0.16999999999999998,0.7665,0.0635,39.51,1717881.0
2020-07-31,0.42635,0.16999999999999998,0.7665,0.0635,39.86,2380841.0
2020-08-03,0.4507,0.11150000000000002,0.8140000000000001,0.0745,40.01,2155935.0
2020-08-04,0.8604,0.11,0.842,0.047,41.07,2735972.0
2020-08-05,0.8604,0.11,0.842,0.047,41.63,1974619.0
2020-08-06,0.8604,0.11,0.842,0.047,40.73,1706296.0
2020-08-07,0.8604,0.11,0.842,0.047,42.01,1584248.0
2020-08-10,0.8604,0.11,0.842,0.047,44.67,2869322.0
2020-08-11,0.8604,0.11,0.842,0.047,44.45,2717184.0
2020-08-12,0.8604,0.11,0.842,0.047,44.57,1702567.0
2020-08-13,0.8604,0.11,0.842,0.047,44.58,1508169.0
2020-08-14,0.8604,0.11,0.842,0.047,45.51,1775662.0
2020-08-17,0.0,0.0,1.0,0.0,45.08,1712731.0
2020-08-18,0.0,0.0,1.0,0.0,44.49,1604506.0
2020-08-19,0.0,0.0,1.0,0.0,43.3,1057576.0
2020-08-20,0.23695,0.2315,0.7685,0.0,40.63,2566993.0
2020-08-21,0.23695,0.2315,0.7685,0.0,39.21,2582773.0
2020-08-24,-0.1221,0.127,0.738,0.134,40.05,1722485.0
2020-08-25,-0.1221,0.127,0.738,0.134,41.06,1653371.0
2020-08-26,-0.1221,0.127,0.738,0.134,39.39,1318787.0
2020-08-27,0.0,0.0,1.0,0.0,39.77,1690423.0
2020-08-28,0.0,0.0,1.0,0.0,40.14,1239614.0
2020-08-31,0.0,0.0,1.0,0.0,38.96,1819308.0
2020-09-01,0.0,0.0,1.0,0.0,38.48,2170724.0
2020-09-02,0.0,0.0,1.0,0.0,36.32,4058593.0
2020-09-03,0.6597,0.148,0.852,0.0,35.77,3410689.0
2020-09-04,0.6597,0.148,0.852,0.0,35.53,2884222.0
2020-09-08,0.6597,0.148,0.852,0.0,31.99,3869115.0
2020-09-09,0.6597,0.148,0.852,0.0,32.185,4372925.0
2020-09-10,0.6597,0.148,0.852,0.0,30.08,2853132.0
2020-09-11,0.2732,0.344,0.656,0.0,29.62,3425750.0
2020-09-14,0.2732,0.344,0.656,0.0,31.06,3083936.0
2020-09-15,0.2732,0.344,0.656,0.0,30.5,2518127.0
2020-09-16,0.2732,0.344,0.656,0.0,32.91,3571841.0
2020-09-17,0.2732,0.344,0.656,0.0,33.79,3290215.0
2020-09-18,0.2732,0.344,0.656,0.0,33.77,4801619.0
2020-09-21,0.2732,0.344,0.656,0.0,32.08,2850924.0
2020-09-22,0.2732,0.344,0.656,0.0,31.61,2702997.0
2020-09-23,0.9569,0.114,0.854,0.032,29.9,2398032.0
2020-09-24,-0.2903,0.071,0.826,0.103,29.99,2031187.0
2020-09-25,-0.2903,0.071,0.826,0.103,29.9,3254776.0
2020-09-28,-0.2903,0.071,0.826,0.103,31.49,2581238.0
2020-09-29,-0.2903,0.071,0.826,0.103,31.2,2004022.0
2020-09-30,-0.2903,0.071,0.826,0.103,30.12,2935053.0
2020-10-01,-0.2903,0.071,0.826,0.103,29.09,4321662.0
2020-10-02,-0.2903,0.071,0.826,0.103,30.47,3746778.0
2020-10-05,0.57715,0.113,0.8400000000000001,0.047,30.87,2378348.0
2020-10-06,0.57715,0.113,0.8400000000000001,0.047,29.21,3605316.0
2020-10-07,0.57715,0.113,0.8400000000000001,0.047,29.47,3222618.0
2020-10-08,0.57715,0.113,0.8400000000000001,0.047,31.12,2542361.0
2020-10-09,0.57715,0.113,0.8400000000000001,0.047,30.69,2768341.0
2020-10-12,0.57715,0.113,0.8400000000000001,0.047,31.2,1891745.0
2020-10-13,0.0772,0.075,0.859,0.066,30.41,1866395.0
2020-10-14,0.0772,0.075,0.859,0.066,30.49,2693006.0
2020-10-15,0.0772,0.075,0.859,0.066,30.63,2780290.0
2020-10-16,0.0772,0.075,0.859,0.066,29.29,2783566.0
2020-10-19,0.0772,0.075,0.859,0.066,28.04,4017748.0
2020-10-20,0.0772,0.075,0.859,0.066,28.45,2942063.0
2020-10-21,0.0772,0.075,0.859,0.066,27.71,3019957.0
2020-10-22,0.0772,0.075,0.859,0.066,29.17,3400443.0
2020-10-23,0.0772,0.075,0.859,0.066,29.03,2758813.0
2020-10-26,0.0772,0.075,0.859,0.066,27.525,2738081.0
2020-10-27,0.0772,0.075,0.859,0.066,26.57,4581415.0
