,revenue,cost_without_depletion_and_amortization,operations_and_support_expense,selling_and_market_expense,research_and_development_expense,general_and_administrative_expense,depreciation_depletion_and_amortization,costs_and_expenses,operating_income_loss,interest_expense,nonoperating_income_expense,incomeloss_from_continuining_operations,income_tax_expense_benefit,income_loss_from_equity_method_investments,profit_loss,unnamed,net_income_loss,earnings_per_share_basic,earnings_per_share_diluted,weighted_average_number_of_shares_outstanding_basic,weight_average_number_of_diluted_shares_outstanding,net_income_loss_attributable_to_redeemable_noncontrolling_interest,sec_compound_sentiment,sec_positive_sentiment,sec_neutral sentiment,sec_negative_sentiment,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,volume,close
2019-11-21,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.0258,0.281,0.449,0.27,55658629.0,29.46
2019-11-22,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.1848999999999999,0.132,0.7585,0.1095,44384376.0,29.56
2019-11-23 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.1848999999999999,0.132,0.7585,0.1095,44384376.0,29.56
2019-11-24 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.7937,0.115,0.814,0.071,44384376.0,29.56
2019-11-25,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.7937,0.115,0.814,0.071,37571611.0,29.11
2019-11-26,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.7937,0.115,0.814,0.071,29631689.0,29.53
2019-11-27,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.4096,0.1675,0.769,0.064,22463869.0,29.49
2019-11-28 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0192999999999999,0.0495,0.9215,0.0285,22463869.0,29.49
2019-11-29,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.5794,0.08,0.92,0.0,8115145.0,29.6
2019-11-30 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.5794,0.08,0.92,0.0,8115145.0,29.6
2019-12-01 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.5794,0.08,0.92,0.0,8115145.0,29.6
2019-12-02,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.5794,0.08,0.92,0.0,17423896.0,28.98
2019-12-03,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.3029,0.144,0.696,0.16,25434163.0,29.02
2019-12-04,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.3029,0.144,0.696,0.16,22526474.0,29.06
2019-12-05,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.636,0.083,0.872,0.044,22567299.0,28.65
2019-12-06,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.636,0.083,0.872,0.044,33161371.0,27.86
2019-12-07 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.636,0.083,0.872,0.044,33161371.0,27.86
2019-12-08 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,33161371.0,27.86
2019-12-09,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,21098387.0,27.68
2019-12-10,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,23604938.0,27.89
2019-12-11,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,23286546.0,28.42
2019-12-12,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,23581479.0,28.69
2019-12-13,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.0179,0.087,0.825,0.088,25489445.0,28.49
2019-12-14 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,25489445.0,28.49
2019-12-15 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,25489445.0,28.49
2019-12-16,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,57408195.0,30.05
2019-12-17,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,38254370.0,29.75
2019-12-18,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,35389841.0,30.13
2019-12-19,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.4201,0.0,0.946,0.054,33817968.0,29.99
2019-12-20,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.6942,0.072,0.928,0.0,95461687.0,30.45
2019-12-21 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.6942,0.072,0.928,0.0,95461687.0,30.45
2019-12-22 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.6942,0.072,0.928,0.0,95461687.0,30.45
2019-12-23,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.6942,0.072,0.928,0.0,31212255.0,30.33
2019-12-24,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.2760428571428571,0.1447142857142857,0.7937142857142857,0.0615714285714285,12938593.0,30.44
2019-12-25 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.2760428571428571,0.1447142857142857,0.7937142857142857,0.0615714285714285,12938593.0,30.44
2019-12-26,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.24816,0.0618,0.9098,0.0284,22224500.0,30.67
2019-12-27,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.29294,0.1522,0.8108000000000001,0.0372,18465965.0,30.17
2019-12-28 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.241875,0.071,0.91725,0.012,18465965.0,30.17
2019-12-29 00:00:00,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,0.49135,0.129,0.86675,0.00425,18465965.0,30.17
2019-12-30,3813000000.0,1860000000.0,498000000.0,1113000000.0,755000000.0,591000000.0,102000000.0,4919000000.0,-1106000000.0,90000000.0,49000000.0,-1147000000.0,3000000.0,-9000000.0,-1159000000.0,3000000.0,-1162000000.0,-0.68,-0.68,1700213000.0,1700213000.0,-10000000.0,1.0,0.111,0.868,0.021,-0.3368,0.0173333333333333,0.915,0.0679999999999999,18812846.0,29.74
2019-12-31,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.3368,0.0173333333333333,0.915,0.0679999999999999,16233725.0,29.74
2020-01-01 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.48666,0.1356,0.8236000000000001,0.0406,16233725.0,29.74
2020-01-02,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.022,0.0789999999999999,0.88,0.041,20599568.0,30.99
2020-01-03,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.5275,0.052,0.872,0.076,18833450.0,31.37
2020-01-04 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.29455,0.1385,0.8614999999999999,0.0,18833450.0,31.37
2020-01-05 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.29455,0.1385,0.8614999999999999,0.0,18833450.0,31.37
2020-01-06,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.9477,0.138,0.805,0.057,21215865.0,31.58
2020-01-07,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.9382,0.241,0.728,0.031,30268966.0,32.81
2020-01-08,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.929,0.127,0.834,0.039,43955649.0,33.93
2020-01-09,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.38652,0.0778,0.9186,0.0038,29407616.0,33.97
2020-01-10,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.0,0.0,1.0,0.0,34276990.0,34.01
2020-01-11 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.42395,0.1471666666666666,0.7928333333333333,0.06,34276990.0,34.01
2020-01-12 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.42395,0.1471666666666666,0.7928333333333333,0.06,34276990.0,34.01
2020-01-13,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.42395,0.1471666666666666,0.7928333333333333,0.06,16926309.0,34.14
2020-01-14,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.42395,0.1471666666666666,0.7928333333333333,0.06,26029814.0,34.84
2020-01-15,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.2915,0.0845,0.8380000000000001,0.078,20782556.0,35.01
2020-01-16,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.2915,0.0845,0.8380000000000001,0.078,21955292.0,34.68
2020-01-17,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.2915,0.0845,0.8380000000000001,0.078,17281281.0,35.13
2020-01-18 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.2915,0.0845,0.8380000000000001,0.078,17281281.0,35.13
2020-01-19 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.2847666666666666,0.074,0.8646666666666668,0.0613333333333333,17281281.0,35.13
2020-01-20 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.2847666666666666,0.074,0.8646666666666668,0.0613333333333333,17281281.0,35.13
2020-01-21,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,-0.7264,0.0,0.821,0.179,48746661.0,37.6
2020-01-22,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.4404,0.162,0.838,0.0,29765240.0,37.04
2020-01-23,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.4404,0.162,0.838,0.0,21366464.0,37.4
2020-01-24,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.8138,0.083,0.906,0.01,21598009.0,36.8
2020-01-25 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.8138,0.083,0.906,0.01,21598009.0,36.8
2020-01-26 00:00:00,4069000000.0,1927000000.0,506000000.0,1251000000.0,608000000.0,647000000.0,101000000.0,5040000000.0,-971000000.0,101000000.0,15000000.0,-1057000000.0,25000000.0,-9000000.0,-1091000000.0,5000000.0,-1096000000.0,-0.88,-0.88,1248353000.0,1248353000.0,-10000000.0,1.0,0.124,0.798,0.078,0.8138,0.083,0.906,0.01,21598009.0,36.8
