,revenue,cost_without_depletion_and_amortization,operations_and_support_expense,selling_and_market_expense,research_and_development_expense,general_and_administrative_expense,depreciation_depletion_and_amortization,costs_and_expenses,operating_income_loss,interest_expense,nonoperating_income_expense,incomeloss_from_continuining_operations,income_tax_expense_benefit,income_loss_from_equity_method_investments,profit_loss,unnamed,net_income_loss,earnings_per_share_basic,earnings_per_share_diluted,weighted_average_number_of_shares_outstanding_basic,weight_average_number_of_diluted_shares_outstanding,net_income_loss_attributable_to_redeemable_noncontrolling_interest,sec_compound_sentiment,sec_positive_sentiment,sec_neutral sentiment,sec_negative_sentiment,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,volume,close
2021-02-19,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,-0.5927,0.0,0.883,0.117,28097000.0,58.39
2021-02-20 00:00:00,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,-0.2646333333333333,0.077,0.8453333333333334,0.077,28097000.0,58.39
2021-02-21 00:00:00,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,0.3920666666666667,0.1203333333333333,0.8393333333333333,0.0403333333333333,28097000.0,58.39
2021-02-22,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,0.3946333333333333,0.1106666666666666,0.8123333333333332,0.077,25565440.0,55.31
2021-02-23,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,0.149,0.101,0.829,0.069,23947590.0,56.0
2021-02-24,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,0.1066666666666666,0.0796666666666666,0.8671666666666668,0.0533333333333333,24626966.0,53.91
2021-02-25,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,0.1066666666666666,0.0796666666666666,0.8671666666666668,0.0533333333333333,27049080.0,51.45
2021-02-26,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,-0.6808,0.051,0.838,0.112,16441639.0,51.75
2021-02-27 00:00:00,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,-0.6808,0.051,0.838,0.112,16441639.0,51.75
2021-02-28 00:00:00,2226000000.0,502000000.0,369000000.0,1038000000.0,483000000.0,531000000.0,180000000.0,3103000000.0,-877000000.0,118000000.0,63000000.0,-932000000.0,23000000.0,-7000000.0,-962000000.0,7000000.0,-969000000.0,-0.55,-0.55,1752960000.0,1752960000.0,-10000000.0,1.0,0.106,0.833,0.061,-0.6808,0.051,0.838,0.112,16441639.0,51.75
