,stockmarket_compound_sentiment,stockmarket_positive_sentiment,stockmarket_neutral_sentiment,stockmarket_negative_sentiment,close,volume
2021-12-30,0.9936,0.25,0.698,0.053,168.78,2180894.0
2021-12-31,0.9936,0.25,0.698,0.053,166.49,2595087.0
2022-01-01,0.9936,0.25,0.698,0.053,166.49,2595087.0
2022-01-02,0.9936,0.25,0.698,0.053,166.49,2595087.0
2022-01-03,0.9936,0.25,0.698,0.053,172.68,4240830.0
2022-01-04,0.9936,0.25,0.698,0.053,170.8,4079387.0
2022-01-05,0.9936,0.25,0.698,0.053,162.25,4783252.0
2022-01-06,0.9936,0.25,0.698,0.053,159.75,5046597.0
2022-01-07,0.9936,0.25,0.698,0.053,166.05,5619899.0
2022-01-08,0.7543,0.129,0.837,0.034,166.05,5619899.0
2022-01-09,0.9165,0.16,0.84,0.0,166.05,5619899.0
2022-01-10,0.9165,0.16,0.84,0.0,160.71,6960181.0
2022-01-11,0.9165,0.16,0.84,0.0,168.61,5337836.0
2022-01-12,0.9165,0.16,0.84,0.0,169.54,3530479.0
2022-01-13,0.9165,0.16,0.84,0.0,166.0,4888880.0
2022-01-14,0.9165,0.16,0.84,0.0,163.99,4139924.0
2022-01-15,0.9165,0.16,0.84,0.0,163.99,4139924.0
2022-01-16,0.9165,0.16,0.84,0.0,163.99,4139924.0
2022-01-17,0.9165,0.16,0.84,0.0,163.99,4139924.0
2022-01-18,0.9165,0.16,0.84,0.0,154.69,5803654.0
2022-01-19,0.9165,0.16,0.84,0.0,154.58,5120665.0
2022-01-20,0.5719,0.106,0.894,0.0,158.0,4931302.0
2022-01-21,0.5719,0.106,0.894,0.0,156.73,7211158.0
2022-01-22,0.8647,0.291,0.709,0.0,156.73,7211158.0
2022-01-23,0.8647,0.291,0.709,0.0,156.73,7211158.0
2022-01-24,0.8647,0.291,0.709,0.0,147.9,14434938.0
2022-01-25,0.8647,0.291,0.709,0.0,144.56,5701356.0
2022-01-26,0.8647,0.291,0.709,0.0,142.14,6835591.0
2022-01-27,0.8647,0.291,0.709,0.0,138.41,4462940.0
2022-01-28,0.8647,0.291,0.709,0.0,142.77,5596226.0
2022-01-29,0.4588,0.25,0.75,0.0,142.77,5596226.0
2022-01-30,0.4588,0.25,0.75,0.0,142.77,5596226.0
2022-01-31,0.4588,0.25,0.75,0.0,153.97,5456307.0
2022-02-01,0.4588,0.25,0.75,0.0,156.94,3791378.0
2022-02-02,0.4588,0.25,0.75,0.0,151.76,3695754.0
2022-02-03,0.4588,0.25,0.75,0.0,149.57,4571089.0
2022-02-04,0.4588,0.25,0.75,0.0,155.56,4678838.0
2022-02-05,0.4588,0.25,0.75,0.0,155.56,4678838.0
2022-02-06,0.4588,0.25,0.75,0.0,155.56,4678838.0
2022-02-07,0.4588,0.25,0.75,0.0,157.91,4689425.0
2022-02-08,0.4588,0.25,0.75,0.0,162.26,4300258.0
2022-02-09,0.4588,0.25,0.75,0.0,169.53,4780792.0
2022-02-10,0.4588,0.25,0.75,0.0,171.95,8035166.0
2022-02-11,0.4588,0.25,0.75,0.0,166.53,6171916.0
2022-02-12,0.0,0.0,1.0,0.0,166.53,6171916.0
2022-02-13,0.0,0.0,1.0,0.0,166.53,6171916.0
2022-02-14,0.0,0.0,1.0,0.0,169.66,4645562.0
2022-02-15,-0.70805,0.1245,0.5609999999999999,0.3145,180.07,11507609.0
2022-02-16,-0.70805,0.1245,0.5609999999999999,0.3145,186.64,22018146.0
2022-02-17,-0.70805,0.1245,0.5609999999999999,0.3145,183.6,7598179.0
2022-02-18,0.0,0.0,1.0,0.0,174.9,8581882.0
2022-02-19,0.0,0.0,1.0,0.0,174.9,8581882.0
2022-02-20,0.0,0.0,1.0,0.0,174.9,8581882.0
2022-02-21,0.0,0.0,1.0,0.0,174.9,8581882.0
2022-02-22,0.0,0.0,1.0,0.0,165.24,7907315.0
2022-02-23,0.0,0.0,1.0,0.0,150.04,9525455.0
2022-02-24,0.0,0.0,1.0,0.0,158.26,10323533.0
2022-02-25,0.0,0.0,1.0,0.0,155.09,5857329.0
2022-02-26,0.0,0.0,1.0,0.0,155.09,5857329.0
2022-02-27,0.0,0.0,1.0,0.0,155.09,5857329.0
2022-02-28,0.0,0.0,1.0,0.0,151.49,10641756.0
2022-03-01,0.0,0.0,1.0,0.0,151.01,4778311.0
2022-03-02,0.0,0.0,1.0,0.0,157.53,4808832.0
2022-03-03,0.0,0.0,1.0,0.0,151.69,3886083.0
2022-03-04,0.6433,0.109,0.8220000000000001,0.0695,142.7,8112483.0
2022-03-05,0.6433,0.109,0.8220000000000001,0.0695,142.7,8112483.0
2022-03-06,0.6433,0.109,0.8220000000000001,0.0695,142.7,8112483.0
2022-03-07,0.6433,0.109,0.8220000000000001,0.0695,131.59,8856417.0
2022-03-08,0.6433,0.109,0.8220000000000001,0.0695,142.13,9207396.0
2022-03-09,-0.9316,0.049,0.653,0.298,148.31,6781666.0
2022-03-10,-0.9316,0.049,0.653,0.298,151.8,5191470.0
2022-03-11,-0.9316,0.049,0.653,0.298,145.14,4459148.0
2022-03-12,-0.9316,0.049,0.653,0.298,145.14,4459148.0
2022-03-13,-0.9316,0.049,0.653,0.298,145.14,4459148.0
2022-03-14,-0.9316,0.049,0.653,0.298,138.5,6145871.0
2022-03-15,-0.9316,0.049,0.653,0.298,143.95,5403183.0
2022-03-16,-0.9316,0.049,0.653,0.298,155.75,6926787.0
2022-03-17,-0.9316,0.049,0.653,0.298,157.55,4947774.0
2022-03-18,0.0,0.0,1.0,0.0,167.0,8131318.0
2022-03-19,0.0,0.0,1.0,0.0,167.0,8131318.0
2022-03-20,0.0,0.0,1.0,0.0,167.0,8131318.0
2022-03-21,-0.296,0.122,0.725,0.153,161.8,4498501.0
2022-03-22,0.0,0.0,1.0,0.0,166.44,4090220.0
2022-03-23,0.0,0.0,1.0,0.0,164.16,2791219.0
2022-03-24,0.0,0.0,1.0,0.0,170.83,4163143.0
2022-03-25,0.0,0.0,1.0,0.0,167.22,2949038.0
2022-03-26,0.0,0.0,1.0,0.0,167.22,2949038.0
2022-03-27,0.0,0.0,1.0,0.0,167.22,2949038.0
2022-03-28,0.0,0.0,1.0,0.0,167.65,3829793.0
2022-03-29,0.0,0.0,1.0,0.0,175.52,5452768.0
2022-03-30,0.0,0.0,1.0,0.0,173.63,3751756.0
2022-03-31,0.0,0.0,1.0,0.0,171.76,3223060.0
2022-04-01,0.0,0.0,1.0,0.0,173.07,3636705.0
2022-04-02,0.0,0.0,1.0,0.0,173.07,3636705.0
2022-04-03,0.0,0.0,1.0,0.0,173.07,3636705.0
2022-04-04,0.0,0.0,1.0,0.0,177.02,3495948.0
2022-04-05,0.0,0.0,1.0,0.0,171.21,4057624.0
2022-04-06,-0.5423,0.0,0.222,0.778,164.66,4274766.0
2022-04-07,-0.5423,0.0,0.222,0.778,165.91,4131780.0
2022-04-08,-0.5423,0.0,0.222,0.778,162.56,3441743.0
2022-04-09,-0.5423,0.0,0.222,0.778,162.56,3441743.0
2022-04-10,-0.5423,0.0,0.222,0.778,162.56,3441743.0
2022-04-11,-0.5423,0.0,0.222,0.778,160.25,3869270.0
2022-04-12,-0.5423,0.0,0.222,0.778,160.11,4102332.0
2022-04-13,-0.5423,0.0,0.222,0.778,171.85,7196564.0
2022-04-14,-0.5423,0.0,0.222,0.778,170.7,5116137.0
2022-04-15,-0.5423,0.0,0.222,0.778,170.7,5116137.0
2022-04-16,-0.5423,0.0,0.222,0.778,170.7,5116137.0
2022-04-17,-0.5423,0.0,0.222,0.778,170.7,5116137.0
2022-04-18,-0.5423,0.0,0.222,0.778,165.74,3332152.0
2022-04-19,-0.5423,0.0,0.222,0.778,170.12,2852966.0
2022-04-20,-0.5423,0.0,0.222,0.778,164.55,3983491.0
2022-04-21,-0.5423,0.0,0.222,0.778,157.91,4705132.0
2022-04-22,-0.5423,0.0,0.222,0.778,156.09,3848140.0
2022-04-23,-0.5423,0.0,0.222,0.778,156.09,3848140.0
2022-04-24,-0.5423,0.0,0.222,0.778,156.09,3848140.0
2022-04-25,-0.5423,0.0,0.222,0.778,158.39,3849817.0
2022-04-26,-0.5423,0.0,0.222,0.778,153.04,4047338.0
2022-04-27,-0.5423,0.0,0.222,0.778,152.23,4815534.0
2022-04-28,-0.5423,0.0,0.222,0.778,159.74,4850447.0
2022-04-29,-0.5423,0.0,0.222,0.778,153.21,4017042.0
2022-04-30,0.5235333333333333,0.222,0.6986666666666667,0.07933333333333333,153.21,4017042.0
2022-05-01,0.31360000000000005,0.14466666666666667,0.774,0.08133333333333333,153.21,4017042.0
2022-05-02,0.9044,0.208,0.722,0.07,152.78,5925119.0
2022-05-03,0.1993,0.1525,0.8125,0.035,145.0,16742495.0
2022-05-04,0.1993,0.1525,0.8125,0.035,156.18,20563663.0
2022-05-05,0.58005,0.3065,0.6935,0.0,143.09,11334002.0
2022-05-06,0.58005,0.3065,0.6935,0.0,135.84,9545521.0
2022-05-07,0.9582,0.122,0.799,0.08,135.84,9545521.0
2022-05-08,0.9582,0.122,0.799,0.08,135.84,9545521.0
2022-05-09,0.9582,0.122,0.799,0.08,119.37,14356390.0
2022-05-10,0.0,0.0,1.0,0.0,116.13,13588295.0
2022-05-11,0.0,0.0,1.0,0.0,116.15,13567734.0
2022-05-12,0.0,0.0,1.0,0.0,115.94,9224512.0
2022-05-13,0.0,0.0,1.0,0.0,121.45,8555992.0
2022-05-14,0.0,0.0,1.0,0.0,121.45,8555992.0
2022-05-15,0.0,0.0,1.0,0.0,121.45,8555992.0
2022-05-16,0.0,0.0,1.0,0.0,114.44,7559716.0
2022-05-17,0.0,0.0,1.0,0.0,117.5,6949504.0
2022-05-18,0.3612,0.161,0.839,0.0,108.03,9688405.0
2022-05-19,0.3612,0.188,0.705,0.108,114.17,9028044.0
2022-05-20,0.3612,0.188,0.705,0.108,112.55,6937015.0
2022-05-21,0.3612,0.188,0.705,0.108,112.55,6937015.0
2022-05-22,0.3612,0.188,0.705,0.108,112.55,6937015.0
2022-05-23,0.3612,0.188,0.705,0.108,113.2,5676887.0
2022-05-24,0.3612,0.188,0.705,0.108,106.24,6392468.0
2022-05-25,0.4404,0.081,0.863,0.056,110.4,6170197.0
2022-05-26 00:00:00,0.4404,0.081,0.863,0.056,114.3,6884206.0
2022-05-27 00:00:00,0.4404,0.081,0.863,0.056,120.5,7375113.0
2022-05-31 00:00:00,0.4404,0.081,0.863,0.056,120.87,9089352.0
2022-06-01 00:00:00,0.4404,0.081,0.863,0.056,116.72,6864663.0
